Tijdstempel,Score,Wat is uw leeftijd in cijfers?,Wat is uw geslacht?,"Wat is het niveau waaraan u momenteel studeert of heeft gestudeerd, indien u al werkt?",Wat is uw vakgebied of studierichting?,"Is uw vakgebied of studierichting direct gerelateerd aan technische onderwerpen zoals ICT, kunstmatige intelligentie en AI-generatoren?",In hoeverre bent u bekend met AI-generatoren?,Hoe vaardig acht u uzelf in het begrijpen van de werking van AI-generatoren?,"Hoe regelmatig gebruikt u zelf AI-generatoren in uw studie of werk? (ChatGPT, DALL-E, Bard)","Waar heeft u AI-generatoren voorheen voor gebruikt, indien van toepassing?",Hoeveel vertrouwen heeft u in uw vermogen om onderscheid te maken tussen door AI gegenereerde en authentieke afbeeldingen?,Vul uw starttijd in,1: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",2: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",3: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",4: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",5: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",6: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",7: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",8: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",9: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",10: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",11: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",12: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",13: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",14: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",15: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",16: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",17: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",18: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",19: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",20: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",21: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",22: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",23: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",24: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",25: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",26: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",27: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",28: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",29: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",30: Is deze foto echt of nep?,"Indien u nep heeft geselecteerd, licht toe welke aspecten van de afbeelding onnatuurlijk zijn voor u. ",Vul uw eindtijd in:,Heeft u tijdens de survey nieuwe informatie opgedaan over AI-generatoren die u eerder niet kende?,In hoeverre heeft uw deelname aan deze survey invloed gehad op uw vertrouwen in het onderscheiden van  authentieke en door AI gegenereerde afbeeldingen?,Wat vond u van de moeilijkheidsgraad van de afbeeldingen?,Hoeveel foto's denkt u correct te hebben onderscheiden tijdens de survey?
4-12-2023 23:13:09,24 / 30,25,Man,HBO,Biomedisch ,Nee,4,4,2,Teksten genereren (ChatGPT),4,22:58:00,Nep,Vingers,Echt,,Nep,Wapen en tank model,Nep,"Well het is Biden, kan net zo goed echt zijn",Echt,,Echt,,Nep,,Echt,,Nep,,Nep,"De hoofden, ",Echt,,Echt,,Nep,Als je inzoemt,Echt,,Echt,,Nep,,Echt,,Nep,Die hand,Echt,,Echt,,Echt,,Nep,,Echt,,Nep,,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,Hoofd en wapenloop,23:11:00,Nee,3,3,8
5-12-2023 11:54:38,24 / 30,31,Vrouw,Universitair (Bachelor/Master/PhD),Accountancy,Nee,3,3,1,Niet van toepassing,4,11:49:00,Echt,,Nep,De foto is heel scherp,Nep,Dat er iemand toekijkt en foto neemt terwijl er een voertuig naar de kinderen toekomt,Nep,Vinger ziet er onnatuurlijk uit ,Echt,,Echt,,Nep,Kleur verschil ,Echt,,Echt,,Nep,Gezichten zien er nep uit ,Echt,,Echt,,Nep,Hoofden zien er niet scherp uit ,Echt,,Echt,,Nep,Te scherpe en schone gezichten en huizen. Ook de bomen zien er nep uit,Echt,,Nep,De gezichten ,Nep,Gezichten niet goed te zien ,Echt,,Echt,,Nep,Gezichten en haar ,Echt,,Nep,Alles ligt netjes op de grond,Echt,,Echt,,Echt,,Nep,Gezichten,Echt,,Echt,SChone gezichten en achtergrond ,11:53:00,Nee,2,2,7
5-12-2023 12:50:36,23 / 30,37,Vrouw,Universitair (Bachelor/Master/PhD),E-commerce,Ja,3,4,2,Teksten genereren (ChatGPT),4,12:30:00,Echt,,Echt,,Nep,Postuur kinderen,Echt,,Nep,Gezichten zijn raar,Echt,,Nep,Hand van militair is raar,Echt,,Echt,,Nep,Gezichten lijken niet echt,Echt,,Nep,Vorm van handen,Nep,Stoom van mensen ziet er wat raar uit,"Echt, Nep",Rare verhoudingen wagen en mensen die erin zitten,Nep,Reflectie bril,Nep,Drukte lijkt nep,Echt,,Nep,Kleuren en gezichten,Echt,,Echt,,Echt,,Nep,Haren zijn raar,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,Zelfde gezichten,Echt,,Nep,Geicht kleuren vorm gezicht lijken niet te kloppen,12:49:00,Nee,2,3,6
5-12-2023 15:03:39,23 / 30,29,Vrouw,Universitair (Bachelor/Master/PhD),medische fysica,Ja,1,3,1,Niet van toepassing,2,14:56:00,Echt,,Echt,,Echt,,Echt,,Nep,ogen,Echt,,Echt,,Echt,,Nep,bomen zijn raar,Echt,,Echt,,Echt,,Nep,mensen staan krom,Echt,,Nep,handen zijn nep,Nep,mensen zijn krom,Echt,,Nep,ogen,Echt,,Echt,,Echt,,Nep,rare hoofden,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,ogen,Echt,,Nep,raar,15:01:00,Ja,1,5,3
5-12-2023 15:10:36,19 / 30,64,Vrouw,HBO,Operatieassistent ,Nee,1,1,1,Niet van toepassing,2,15:00:00,Echt,,Echt,,Echt,,Nep,Voor mij ongeloofwaardig ,Echt,,Echt,,Nep,Foto is te mooi om waar te zijn,Echt,,Nep,Ik zie geen personen of auto's ,Nep,Gelaatsuitdrukking lijkt perkament,Nep,,Nep,Niet geloofwaardig voor mij,Nep,Lijken mij geen echte mensen,Echt,,Nep,Is geen poetin,Echt,,Echt,,Nep,"Te ""netjes""",Nep,Zie geen vrouwen ,Echt,,Nep,Demonstratie borden worden achterste voren gedragen,Nep,"Gezichtsuitdrukkingen te ""netjes""",Echt,,Echt,,Echt,,Nep,3 hebben elkaar nooit samen ontmoet ,Echt,,Nep,Meerdere poetins,Echt,,Nep,Ongeloofwaardig ,15:10:00,Nee,2,4,3
5-12-2023 15:52:22,20 / 30,38,Vrouw,HBO,Zorg,Nee,1,2,1,Niet van toepassing,3,15:41:00,Echt,,Nep,"Te gelijkmatig van kleur, te weinig detail",Nep,Kleuren ,Nep,Positie hand in mond niet logisch ,Echt,,Echt,,Echt,,Echt,,Echt,,Echt,Lijkt op een cartoon? Bewerking,Echt,,Echt,,Nep,"Weinig details, blur",Echt,,Echt,,Echt,,Echt,,Nep,Gladgestreken?,Echt,,Echt,,Echt,,Nep,Bewerkt en niet gebeurd,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,2x poetin en lijkt getekend of bewerkt,Echt,,Nep,Bewerkt,15:51:00,Nee,3,4,7
5-12-2023 15:54:42,29 / 30,19,Man,Universitair (Bachelor/Master/PhD),Informatiekunse,Ja,5,5,4,"Teksten genereren (ChatGPT), Afbeeldingen genereren (DALL-E, Midjourney)",5,15:40:00,Echt,,Echt,,Nep,"De broek van het kind rechts, de ene rupsband is groter dan de ander",Echt,,Nep,"Lichten die nergens aan hangen, vreemde positie van de handen",Echt,,Nep,Rechterhand ziet er vreemd uit? Deze was moeilijk,Echt,,Nep,Sommige boomtoppen lijken wel geen stam te hebben,Nep,"Dit is de slechte ""Dall-e stijl""",Echt,,Echt,,Nep,Te copy en paste (bij een echte afbeelding verwacht ik meer variatie),Echt,,Echt,,Nep,"Te weinig detail op gebouwen, bomen staan te dicht bij de gebouwen",Echt,,Nep,"Dall-e stijl, niet fotorealistisch ",Nep,Naast de tweede blauwe tent van rechts staat een soort smurrie van mensen,Echt,,Echt,,Nep,Wilders draagt die kleur niet lmao,Echt,,Nep,Sommige tegels zijn te glad (deze was moeilijk),Echt,,Echt,,Echt,,Nep,"Erg goed, maar de weerspiegelingen komen niet goed overeen",Echt,,Nep,Dall-e stijl,15:54:00,Nee,3,2,9
5-12-2023 16:33:54,19 / 30,68,Vrouw,MBO,Gepensioneerd ,Nee,1,2,2,Niet van toepassing,2,16:15:00,Echt,,Nep,Grond,Nep,"Kinderen ingezet
",Nep,Vinger,Echt,,Nep,Achtergrond ,Echt,,Echt,,Nep,Achtergrond ,Nep,Poppen,Nep,Corona demo,Nep,Biden is tegen wapens,Nep,Gevoel ,Echt,,Echt,,Echt,,Echt,,Nep,Poetin,Echt,,Nep,Gevoel ,Echt,,Nep,Poppen ,Echt,,Nep,Te nette kleding ,Echt,,Echt,,Echt,,Nep,Poetin dubbels,Echt,,Nep,Pistool ,16:32:00,Nee,3,3,2
5-12-2023 16:37:50,17 / 30,38,Vrouw,HBO,Management ,Nee,2,1,1,Niet van toepassing,2,16:35:00,Echt,,Nep,,Nep,,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,,Nep,,Echt,,Nep,,Echt,,Nep,,Echt,,Echt,,Nep,,Nep,,Nep,,Echt,,Echt,,Nep,,Echt,,Echt,,Echt,,Nep,,Echt,,Nep,,Nep,,Echt,,16:37:00,Nee,2,5,5
5-12-2023 17:09:00,14 / 30,21,Vrouw,HBO,ALO gymdocent,Nee,4,3,4,Teksten genereren (ChatGPT),4,17:00:00,Echt,,Echt,,Nep,Dat kleine kinderen ervoor kunnen staan en niemand er verder om heen,Nep,Met de mond en de vinger,Echt,,Echt,,Nep,Is zo een gebied lijkt het mij lastig dat een kat zo schoon is,Echt,,Echt,,Nep,Hoe de hoofden gemaakt zijn,Nep,De zwarte vlag,Nep,Biden met een wapen,Echt,,Echt,,Nep,Poetin met een bril zonder shirt,Echt,,Echt,,Nep,Manier van de gezichten kloppen niet,Echt,,Echt,,Nep,Die zakenvrouw die er random tussenloopt,Nep,,Nep,,Echt,,Nep,"Ze zijn te vrolijk om
Voor deze gebeurtenis zo te lopen",Nep,,Echt,,Nep,Twe mannen ernaast zijn ook poetin,Nep,De onderzeeer stuur,Nep,De manier van zn gezicht,17:08:00,Nee,3,3,6
5-12-2023 17:50:38,16 / 30,43,Vrouw,HBO,Bedrijfskunde,Nee,1,3,1,Niet van toepassing,4,17:43:00,Echt,,Nep,niks is hoog gebouwd,Echt,,Nep,dit kan toch niet,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,gezichten,Nep,vlag is raar,Nep,ogen,Nep,een kleur,Echt,,Echt,,Echt,,Echt,,Nep,gezicht,Echt,,Echt,,Nep,war is koude maanden begonnen,Nep,gezicht,Echt,,Echt,,Nep,,Echt,,Echt,,Nep,ze zijn allemaal putin,Echt,,Nep,gezicht,17:49:00,Nee,3,3,5
5-12-2023 18:09:01,15 / 30,69,Man,HBO,Economy,Nee,1,1,1,Niet van toepassing,2,17:53:00,Nep,hand,Nep,te druk,Nep,niet realistisch,Echt,,Echt,,Echt,,Nep,onrealistisch,Echt,,Echt,,Nep,nooit samen,Echt,,Nep,mag niet een pistool hebben,Nep,gebouwen,Echt,,Nep,zn gezicht lijkt niet op putin,Echt,,Echt,,Echt,,Nep,ziet er nep uit,Nep,"foto lijkt oud, maar oorlog tussen ru en uk is recent",Nep,lijkt nep,Nep,gezicht,Echt,,Echt,,Nep,gevoel,Nep,,Echt,,Echt,,Echt,,Nep,situatie,18:08:00,Nee,2,4,3
5-12-2023 18:11:19,20 / 30,29,Vrouw,Universitair (Bachelor/Master/PhD),Accountant ,Nee,1,3,1,Niet van toepassing,4,18:00:00,Echt,,Nep,"Scherpte, kwaliteit",Echt,,Echt,,Nep,"Kwaliteiten, scherpte, kleuren",Echt,,Echt,,Echt,,Echt,,Nep,"Kleuren, kwaliteit, belichting ",Echt,,Echt,,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,"Belichting, kleuren",Echt,,Echt,,Echt,,Nep,"Belichting, kleuren alles lijkt te strak op de foto",Echt,,Echt,,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,Kleine details zijn niet zichtbaar van het gezicht etc,18:10:00,Ja,3,3,5
5-12-2023 18:20:30,13 / 30,67,Vrouw,Middelbare school,Administratief,Nee,1,1,1,Niet van toepassing,2,17:45:00,Echt,,Nep,Te netjes,Echt,Jij,Nep,Het stand van de arm,Echt,,Nep,Zijn geloof,Echt,,Echt,,Echt,,Nep,Trump will met hun niks te maken hebben ,Echt,,Echt,,Nep,Gevoel,Nep,Moet boeren,Nep,Is em niey,Nep,Verkeerde vlagen ,Nep,,Echt,,Echt,,Nep,,Echt,,Nep,Nooit ontmoet,Echt,,Echt,,Echt,,Nep,,Nep,Moet geen plastic ,Echt,,Nep,Kennedy,Nep,Pistol,18:20:00,Nee,3,5,5
5-12-2023 18:36:34,19 / 30,34,Vrouw,Universitair (Bachelor/Master/PhD),Bedrijfswetenschappen,Nee,3,3,1,Niet van toepassing,3,18:24:00,Echt,,Nep,"Daken, voetbalveld",Echt,,Nep,De handeling,Echt,,Echt,,Nep,Situatie,Echt,,Echt,,Nep,Hoe ze eruit zien,Echt,,Echt,,Nep,Kleuren,Echt,,Nep,Situatie,Echt,,Echt,,Nep,"Kleuren, hoe ze eruit zien",Echt,,Nep,Helm,Echt,,Nep,Veel bewerkt,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,Ze lijken te veel op putin,Echt,,Nep,"Zo zou hij niet op de foto gaan, te bewerkt",18:35:00,Nee,3,4,5
5-12-2023 18:45:52,16 / 30,29,Vrouw,HBO,Social Work,Nee,2,4,1,Niet van toepassing,3,18:38:00,Echt,,Nep,Kan allebei zijn ,Echt,,Nep,Lijkt photoshop,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,Lijkt computer,Echt,,Nep,Gok ,Echt,,Echt,,Nep,Hahaha,Echt,,Echt,,Echt,Kan ook een echte foto met filter zijn ,Echt,,Echt,,Echt,,Nep,Tot zo ver ik weet hebben zij geen handje geschut,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,Is nep tenzij hij tweelingbroers heeft? ,Echt,,Nep,Photoshop,18:45:00,Nee,3,3,5
5-12-2023 18:46:16,23 / 30,24,Vrouw,Universitair (Bachelor/Master/PhD),Geneeskunde,Ja,2,2,1,Niet van toepassing,4,18:42:00,Echt,,Nep,,Nep,,Echt,,Echt,,Echt,,Nep,,Echt,,Echt,,Nep,,Echt,,Echt,,Echt,,Nep,,Echt,,Echt,,Echt,,Nep,,Nep,,Echt,,Echt,,Nep,,Echt,"Vaag, geen scherpe contouren",Nep,,Echt,,Echt,,Echt,,Nep,Niet scherp ,Echt,,Nep,,18:45:00,Nee,4,2,8
5-12-2023 18:48:40,20 / 30,26,Vrouw,HBO,Rechten,Nee,4,4,4,Teksten genereren (ChatGPT),4,18:48:00,Echt,,Echt,,Nep,Kinderen,Nep,Man aan de linkerkant,Echt,,Echt,,Nep,Kat,Echt,,Echt,,Echt,Personen,Echt,,Nep,Pistool,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,Personen,Echt,,Echt,,Echt,,Nep,Personen,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,Gezichten,Echt,,Nep,Gezicht,18:50:00,Ja,3,3,5
5-12-2023 19:26:26,25 / 30,41,Man,MBO,Technisch,Nee,2,2,1,Niet van toepassing,3,19:00:00,Echt,,Nep,Verhoudingen kloppen niet,Nep,Mast,Echt,,Nep,Gezichten ,Echt,,Nep,Neus,Nep,Achtergrond,Nep,Schaduwen,Nep,Gezichten,Echt,,Echt,,Nep,Verhoudingen,Echt,,Echt,,Nep,Onsamenhangend,Nep,Verhoudingen,Nep,"Gezicht, licht",Nep,Schaduwen,Echt,,Echt,,Echt,Personen,Echt,,Nep,Schaduw,Echt,,Echt,,Echt,,Nep,,Echt,,Nep,,19:25:00,Nee,3,3,7
5-12-2023 21:40:33,21 / 30,36,Man,Universitair (Bachelor/Master/PhD),Bouwkunde,Ja,1,1,1,Niet van toepassing,3,21:21:00,Echt,,Echt,,Nep,Kanon geen schaduw,Nep,,Echt,,Echt,,Nep,Focus op twee punten,Echt,,Nep,Verhouding,Nep,Lelijk,Echt,,Nep,Gevoel ,Nep,Slechte massa,Nep,Licht klopt niet,Nep,Reflectie bril,Nep,Massa klopt niet,Echt,,Nep,Niks klopt,Nep,,Nep,,Echt,,Nep,Gezichten,Echt,,Echt,,Nep,Kinderen zijn te groot,Echt,,Echt,,Nep,Hoofd is nep,Echt,,Nep,Hoofd is nep,21:39:00,Nee,3,3,7
5-12-2023 21:54:13,18 / 30,35,Vrouw,Universitair (Bachelor/Master/PhD),Antropologie,Nee,3,3,1,Niet van toepassing,3,21:42:00,Echt,,Echt,,Echt,,Nep,Vinger in de mond van Joe Biden,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,Hoe de gezichten eruit zien,Echt,,Nep,Biden met het vuurwapen,Echt,,Nep,Afbeelding niet helder ,Echt,,Echt,,Echt,,Nep,Het gezicht van Poetin,Echt,,Echt,,Echt,,Nep,De gezichten,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,2× Poetin,Echt,,Nep,Het gezicht ,21:55:00,Ja,3,3,6
5-12-2023 22:44:12,18 / 30,28,Vrouw,Universitair (Bachelor/Master/PhD),Accountancy ,Ja,4,3,3,Teksten genereren (ChatGPT),3,22:40:00,Echt,,Echt,,Echt,Focus ,Nep,,Echt,,Echt,,Echt,,Nep,Duimen,Nep,Lijkt geknipt en geplakt ,Nep,Nooit samen gezien,Echt,,Nep,Rare positie van voorwerp ,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,Heel cartoon achtig,Echt,,Echt,,Echt,,Nep,Cartoon,Nep,,Echt,,Echt,,Echt,,Echt,,Nep,Bewerkt,Echt,,Nep,Schaduw en nep,22:43:00,Nee,4,2,8
6-12-2023 7:22:02,23 / 30,50,Man,Universitair (Bachelor/Master/PhD),Bedrijfskunde,Nee,3,2,4,"Teksten genereren (ChatGPT), Afbeeldingen genereren (DALL-E, Midjourney)",2,7:05:00,Echt,,Echt,,Nep,Achtergrond doet me denken aan wat je vaker bij DAL-E foto’s ziet,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,Bij de afgraving lijkt de foto niet nauwkeurig,Nep,De gezichten van Obama en Biden lijken slechte maskers. En sowieso staan die 2 mannen niet met Trump op een foto,Echt,,Echt,,Nep,Het lijkt alsof de mensenmassa te veel blur is,Echt,,Echt,,Echt,,Echt,,Nep,Putin ziet eruit alsof hij een personage in een game is,Echt,,Echt,,Echt,,Nep,De mannen zien er onnatuurlijk uit,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,De handen van Putin,Echt,,Echt,,7:20:00,Ja,2,3,4
6-12-2023 9:15:03,20 / 30,37,Vrouw,Universitair (Bachelor/Master/PhD),Neuropsychologie,Nee,2,2,1,Niet van toepassing,3,8:59:00,Echt,,Nep,De huizen en objecten zijn zo klein dat het niet duidelijk is te zien is wat de details zijn en de kleur is ook zo eentoning. Waardoor ik denk dat heg door AI is gegenereerd. ,Nep,"Ook hier zijn de gezichten niet te zien, waardoor de echte details niet te zien is. De lucht lijkt ook te strak/ perfect gemaakt. ",Echt,De voorkant en achtergrond lijkt van heel verschillende kwaliteit. De personen op de voorgrond lijken erop geplakt te zijn. ,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,De kleuren van het gezicht van deze drie mannen lijken helemaal niet echt. Of er moet een hele erge filter op zijn aangebracht. ,Echt,,Nep,"Deze foto lijkt heel echt, maar ik kan niet goed voorstellen waarom hij hier lachend met een pistool op de foto staat. Ik zou eerst denken dat het nep is en dan verder onderzoeken of het echt is.",Echt,,Nep,Te weinig details in de gezichten. Kleuren lijken te perfect. ,Echt,,Echt,,Echt,,Nep,Het hoofd van Poetin lijkt heel nep erop te zijn geplakt. ,Nep,Ook weer te weinig details en te perfecte kleuren. ,Echt,,Echt,,Nep,Hoofd van Trump lijkt nep.,Echt,,Nep,Deze vind ik moeilijk. Bij twijfel denk ik dan nep.,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,De kleuren lijken weer heel nep.,9:14:00,Nee,3,4,6
6-12-2023 10:09:00,19 / 30,42,Man,HBO,economie,Nee,1,3,1,Niet van toepassing,3,9:58:00,Echt,,Nep,te veel huizen,Nep,kinderen voor tank is ondenkbaar,Echt,,Nep,machines staan verkeerd,Echt,,Echt,,Nep,tekst op achterkant van bord,Echt,,Nep,cartoon,Echt,,Nep,een minister kan geen foto maken met open pistool,Nep,zijkanten zijn erg leeg,Echt,,Nep,voor geeft hij eten van zijkant,Nep,te druk in de verte,Echt,,Nep,cartoon,Nep,mensen zijn waas,Nep,verschillende talen,Nep,tekst op achterkant,Nep,cartoon,Echt,,Nep,kind alleen achter,Echt,,Nep,nooit samen gezien,Echt,,Nep,allemaal zelfde,Nep,achteren kijken mensen andere richting,Nep,cartoon,10:08:00,Nee,3,2,6
6-12-2023 10:11:07,18 / 30,48,Vrouw,Universitair (Bachelor/Master/PhD),Geneeskunde / medisch,Ja,2,1,2,Antwoord op vraag zoeken,1,9:58:00,Echt,,Echt,,Nep,Schaduw kinderen naar achter schaduw auto naar voren,Nep,Ongeloofwaardig,Echt,,Echt,,Echt,,Echt,,Nep,Voor en achtergrond kloppen voor mij niet maar foto verder niet veel zeggend op deze manier dus maakt ook niet veel uit echt of nep,Nep,Voor mij kloppen verhoudingen 3 mannen en achtergrond niet,Echt,,Echt,,Echt,,Nep,Situatie en personen rijmen niet met elkaar,Echt,,Echt,,Echt,,Nep,Personen lijken erop geplakt,Echt,,Nep,Straatbeeld en personen kloppen niet,Echt,,Nep,Personen lijken in verhouding te groot met achtergrond ,Echt,,Echt,,Nep,Emotie en boodschap kloppen niet met elkaar,Nep,Personen lijken erop geplakt,Echt,,Nep,Allemaal Poetins ,Echt,,Nep,Ongeloofwaardig ,10:15:00,Nee,3,4,4
6-12-2023 10:29:33,20 / 30,36,Vrouw,Middelbare school,E-commerce ,Nee,3,2,3,Teksten genereren (ChatGPT),1,10:01:00,Echt,,Echt,,Nep,"De scherpte van sommige onderdelen, kleuren ",Echt,Het scenario ,Echt,,Echt,,Echt,,Echt,,Nep,,Nep,Kleuren en scherpte en details ,Nep,Scenario ,Nep,Scenario ,Nep,De grond ,Nep,Onwaarschijnlijke combinatie van elementen ,Echt,,Nep,Gebouwen zijn te netjes ,Echt,,Nep,Kleur en gebrek aan detail ,Nep,Mensen hebben Onnatuurlijke vormen,Nep,Scenario ,Nep,Scenario ,Nep,Kleur gebruik en scherpte ,Echt,,Echt,,Nep,,Echt,,Echt,,Nep,Scenario ,Echt,,Nep,Scenario en kleuren ,10:24:00,Nee,1,5,4
6-12-2023 14:21:43,24 / 30,20,Man,Universitair (Bachelor/Master/PhD),Informatiekunde,Ja,4,4,3,Teksten genereren (ChatGPT),3,13:44:00,Echt,,Nep,De tenten en het zand ziet er vreemd uit,Nep,Lijkt me geen situatie om een foto te nemen,Nep,denk een samenvoeging van meerdere fotos,Nep,gezichten zien er lichtelijk vervormd uit,Echt,,Nep,de muren zijn een beetje vervaagd,Echt,,Echt,,Nep,heel erg vervaagd en onreallistisch,Echt,,Nep,denk niet dat dit zo gepresenteerd zou worden,Nep,soort vervaging van kleur,Echt,,Echt,,Nep,vervormde hoofden in het midden,Echt,,Nep,kwaliteit is raar,Echt,,Echt,,Echt,,Nep,nooit gebeurd,Echt,,Nep,vervaagd stenen en rare handen,Echt,,Echt,,Echt,,Nep,beetje veel vladimir poetins,Echt,,Nep,onreallistisch,13:54:00,Nee,5,2,8
6-12-2023 15:27:32,22 / 30,30,Vrouw,HBO,marketing/communicatie,een beetje,2,3,4,"Teksten genereren (ChatGPT), Afbeeldingen genereren (DALL-E, Midjourney)",3,15:15:00,Echt,,Echt,,Echt,,Nep,"logo op pet is weg, vinger zit raar",Nep,"het klopt niet hij de handen, gezichtstructuur",Echt,,Nep,handen,Nep,"kan allebei, maar misschien nep omdat ze het bord omgekeerd houdt",Echt,,Nep,gezichtsstructuren,Echt,,"Echt, Nep",,Nep,lijkt nep door vage vormen in de menigte,Nep,vormen zien er nep uit,Echt,,Nep,er klopt iets niet bij de bomen,Echt,,Nep,structuren zien er nep uit,Nep,schaduwen en vormen lijken niet te kloppen,Echt,,Echt,,Nep,vormen,Echt,,Echt,,Echt,,Echt,,Echt,,Nep,zelfde personen,Echt,,Nep,vormen,15:26:00,Nee,1,4,5
